url_length,path_length,ip_present,number_of_digits,number_of_parameters,number_of_fragments,is_url_encoded,number_encoded_char,host_length,number_of_periods,has_client,has_admin,has_server,has_login,number_of_dashes,have_at_sign,is_tiny_url,number_of_spaces,number_of_zeros,number_of_uppercase,number_of_lowercase,number_of_double_slashes,target
74,21,0,2,0,0,0,0,46,5,0,0,0,0,0,0,0,0,0,4,58,1,1
67,21,0,2,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,4,51,1,1
202,120,0,25,0,0,0,0,75,11,0,0,0,0,2,0,0,0,0,41,116,1,1
38,18,0,3,0,0,0,0,13,2,0,0,0,0,0,0,0,0,1,0,28,1,1
54,22,0,3,1,0,0,0,22,3,0,0,0,0,0,0,0,0,0,1,40,1,1
86,21,0,2,0,0,0,0,58,6,0,0,0,0,0,0,0,0,0,4,69,1,1
84,21,0,2,0,0,0,0,56,5,0,0,0,0,0,0,0,0,0,4,68,1,1
41,19,0,2,1,0,0,0,13,2,0,0,0,0,0,0,1,0,0,0,29,1,1
35,0,0,1,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,27,1,1
89,62,0,5,0,0,0,0,19,2,0,0,0,0,1,0,0,0,2,8,62,1,1
41,1,0,0,0,0,0,0,32,3,0,0,0,0,1,0,0,0,0,0,33,1,1
65,21,0,2,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,4,49,1,1
79,21,0,2,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,4,63,1,1
76,21,0,2,0,0,0,0,48,5,0,0,0,0,0,0,0,0,0,6,58,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
101,34,0,15,2,0,0,0,16,2,0,0,0,1,0,0,0,0,3,0,70,1,1
79,21,0,2,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,4,63,1,1
46,18,0,1,1,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,36,1,1
85,21,0,2,0,0,0,0,57,6,0,0,0,0,0,0,0,0,0,4,68,1,1
40,16,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,32,1,1
38,16,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,30,1,1
41,25,0,20,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,16,1,1
57,21,0,2,0,0,0,0,29,5,0,0,0,0,0,0,0,0,0,6,39,1,1
41,1,0,6,0,0,0,0,32,2,0,0,0,0,1,0,0,0,1,0,28,1,1
68,21,0,3,0,0,0,0,40,5,0,0,0,0,0,0,0,0,1,4,51,1,1
67,21,0,2,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,6,49,1,1
90,21,0,2,0,0,0,0,62,5,0,0,0,0,0,0,0,0,0,4,74,1,1
46,1,0,0,1,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,32,2,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
67,21,0,5,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,4,48,1,1
70,21,0,2,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,6,52,1,1
37,15,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,3,26,1,1
60,21,0,2,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0,4,44,1,1
62,21,0,2,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,6,44,1,1
58,21,0,2,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,4,42,1,1
58,21,0,2,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,6,40,1,1
48,1,0,0,0,0,0,0,39,4,0,0,0,0,1,0,0,0,0,0,39,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
30,0,0,1,0,0,0,0,23,2,0,0,0,0,0,0,1,0,0,0,24,1,1
44,1,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,38,1,1
71,21,0,2,0,0,0,0,43,5,0,0,0,0,0,0,0,0,0,6,53,1,1
33,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,28,1,1
68,21,0,2,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,6,50,1,1
69,21,0,2,0,0,0,0,41,5,0,0,0,0,0,0,0,0,0,4,53,1,1
67,21,0,5,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,4,48,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
40,20,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,33,1,1
32,5,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,25,1,1
62,21,0,2,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,6,44,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
74,21,0,2,0,0,0,0,46,5,0,0,0,0,0,0,0,0,0,4,58,1,1
64,21,0,2,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,4,48,1,1
64,21,0,6,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,6,42,1,1
86,21,0,2,0,0,0,0,58,5,0,0,0,0,0,0,0,0,0,4,70,1,1
79,21,0,2,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,4,63,1,1
62,21,0,2,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,4,46,1,1
98,80,0,8,0,0,0,0,11,1,0,0,0,0,0,0,1,0,3,42,42,1,1
103,78,0,1,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,13,75,1,1
42,20,0,0,0,0,0,0,14,2,0,0,0,1,0,0,1,0,0,2,32,1,1
63,21,0,2,0,0,0,0,35,5,0,0,0,0,0,0,0,0,0,4,47,1,1
61,21,0,2,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,4,45,1,1
69,21,0,2,0,0,0,0,41,5,0,0,0,0,0,0,0,0,0,6,51,1,1
40,20,0,2,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,31,1,1
74,56,0,0,0,0,0,0,11,7,0,0,0,1,0,0,1,0,0,0,59,1,1
62,34,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,53,1,1
238,53,0,60,3,0,0,0,19,3,0,0,0,1,0,0,0,0,4,0,158,1,1
65,21,0,2,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,6,47,1,1
80,21,0,2,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0,4,64,1,1
99,9,0,16,3,0,0,0,6,6,0,0,0,0,0,1,0,0,2,3,55,2,1
50,13,0,4,1,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,35,1,1
71,21,0,2,0,0,0,0,43,5,0,0,0,0,0,0,0,0,0,6,53,1,1
72,21,0,2,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,6,54,1,1
86,21,0,2,0,0,0,0,58,5,0,0,0,0,0,0,0,0,0,4,70,1,1
86,34,0,24,1,0,1,1,22,3,0,0,0,0,1,0,0,1,1,12,38,1,1
67,21,0,2,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,6,49,1,1
79,21,0,2,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,4,63,1,1
32,13,0,1,0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,23,1,1
86,46,0,3,0,0,0,0,33,4,0,0,0,1,2,0,0,0,0,6,64,1,1
72,21,0,4,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,4,54,1,1
42,14,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,34,1,1
66,21,0,2,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,6,48,1,1
60,21,0,2,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0,4,44,1,1
64,21,0,2,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,6,46,1,1
48,23,0,0,0,0,0,0,17,2,0,0,0,1,0,0,0,0,0,3,37,1,1
32,7,0,4,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,21,1,1
90,21,0,2,0,0,0,0,62,5,0,0,0,0,0,0,0,0,0,4,74,1,1
99,76,0,11,0,0,0,0,15,2,0,0,0,0,0,0,0,0,1,31,47,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
69,21,0,2,0,0,0,0,41,5,0,0,0,0,0,0,0,0,0,6,51,1,1
56,30,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,0,45,1,1
69,21,0,2,0,0,0,0,41,6,0,0,0,0,0,0,0,0,0,4,52,1,1
64,21,0,2,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,4,48,1,1
89,21,0,2,0,0,0,0,61,6,0,0,0,0,0,0,0,0,0,4,72,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
74,21,0,2,0,0,0,0,46,5,0,0,0,0,0,0,0,0,0,4,58,1,1
29,0,0,2,0,0,0,0,22,2,0,0,0,0,0,0,1,0,0,0,22,1,1
67,21,0,3,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,6,48,1,1
24,0,0,3,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,16,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
72,21,0,2,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,4,56,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
38,0,0,2,0,0,0,0,31,2,0,0,0,0,1,0,0,0,0,0,30,1,1
255,105,0,48,3,0,0,0,10,3,0,0,0,0,0,0,0,0,4,5,172,1,1
58,38,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,47,1,1
87,21,0,2,0,0,0,0,59,6,0,0,0,0,0,0,0,0,0,4,70,1,1
168,58,0,27,2,1,1,1,30,6,0,0,0,0,0,1,1,0,1,2,113,1,1
43,15,0,1,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,35,1,1
37,20,0,4,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2,0,27,1,1
35,1,0,0,0,0,0,0,26,2,0,0,0,0,0,0,1,0,0,0,29,1,1
85,21,0,2,0,0,0,0,57,6,0,0,0,0,0,0,0,0,0,4,68,1,1
86,21,0,2,0,0,0,0,58,5,0,0,0,0,0,0,0,0,0,4,70,1,1
66,21,0,4,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,6,46,1,1
49,1,0,2,0,0,0,0,40,3,0,0,0,0,2,0,0,0,0,0,38,1,1
96,73,0,21,0,0,0,0,16,3,0,0,0,0,0,0,0,0,1,0,64,1,1
85,21,0,2,0,0,0,0,57,6,0,0,0,0,0,0,0,0,0,4,68,1,1
61,21,0,2,0,0,0,0,33,5,0,0,0,0,0,0,1,0,0,6,43,1,1
63,40,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,7,44,1,1
91,21,0,2,0,0,0,0,63,6,0,0,0,0,0,0,0,0,0,4,74,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
22,8,0,1,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,4,12,1,1
64,21,0,2,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,6,46,1,1
56,1,0,11,0,0,0,0,47,3,0,0,0,0,2,0,0,0,2,0,36,1,1
132,24,0,13,1,0,0,0,16,3,0,0,0,0,0,0,0,0,0,35,72,1,1
58,21,0,7,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,4,37,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
59,21,0,2,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,4,43,1,1
23,1,0,1,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,16,1,1
25,1,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,19,1,1
99,76,0,6,0,0,0,0,15,2,0,0,0,0,0,0,0,0,1,25,58,1,1
72,21,0,2,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,4,56,1,1
331,64,0,80,5,0,1,7,34,3,0,0,0,0,1,0,1,0,9,44,166,1,1
35,0,0,4,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,26,1,1
134,104,0,25,0,0,0,0,23,4,0,1,0,0,0,0,0,0,2,0,90,1,1
129,74,0,0,2,0,0,0,18,3,0,0,0,0,0,0,0,0,0,4,102,1,1
84,21,0,2,0,0,0,0,56,5,0,0,0,0,0,0,0,0,0,4,68,1,1
85,21,0,2,0,0,0,0,57,5,0,0,0,0,0,0,0,0,0,4,69,1,1
68,21,0,2,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,4,52,1,1
50,30,0,3,0,0,0,0,13,3,0,0,0,0,0,0,0,0,2,0,38,1,1
70,21,0,2,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,6,52,1,1
71,21,0,2,0,0,0,0,43,6,0,0,0,0,0,0,0,0,0,4,54,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
72,21,0,3,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,4,55,1,1
70,21,0,2,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,6,52,1,1
70,21,0,5,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,6,49,1,1
79,23,0,0,1,0,0,0,18,5,0,0,0,0,0,1,0,0,0,0,65,1,1
43,19,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,35,1,1
23,1,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,17,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
80,21,0,2,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0,4,64,1,1
93,21,0,2,0,0,0,0,65,6,0,0,0,0,0,0,0,0,0,4,76,1,1
24,8,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,5,14,1,1
317,56,0,72,5,0,1,3,36,3,0,0,0,0,1,0,1,0,3,40,168,1,1
64,21,0,2,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,6,46,1,1
21,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,16,1,1
29,12,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,24,1,1
70,21,0,2,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,4,54,1,1
86,21,0,2,0,0,0,0,58,5,0,0,0,0,0,0,0,0,0,4,70,1,1
85,21,0,2,0,0,0,0,57,5,0,0,0,0,0,0,0,0,0,4,69,1,1
93,21,0,4,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,6,73,1,1
75,21,0,2,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,4,59,1,1
34,14,0,7,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,20,1,1
57,28,0,1,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,47,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
123,53,0,20,0,0,0,0,63,5,0,0,0,0,3,0,1,0,2,1,85,1,1
84,21,0,2,0,0,0,0,56,5,0,0,0,0,0,0,0,0,0,6,66,1,1
66,35,0,5,0,0,0,0,24,4,0,0,0,0,0,0,0,0,2,2,49,1,1
50,1,0,5,0,0,0,0,41,3,0,0,0,0,2,0,0,0,0,0,36,1,1
48,19,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,40,1,1
71,21,0,3,0,0,0,0,43,5,0,0,0,0,0,0,0,0,0,4,54,1,1
62,21,0,2,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,6,44,1,1
93,21,0,2,0,0,0,0,65,6,0,0,0,0,0,0,0,0,0,4,76,1,1
81,21,0,2,0,0,0,0,53,6,0,0,0,0,0,0,0,0,0,4,64,1,1
84,21,0,2,0,0,0,0,56,6,0,0,0,0,0,0,0,0,0,4,67,1,1
23,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,18,1,1
61,35,0,6,0,0,0,0,19,2,0,0,0,0,0,0,0,0,1,9,38,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
101,21,0,2,3,0,0,0,28,6,0,0,0,0,0,1,0,0,0,0,80,1,1
30,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,24,1,1
34,11,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,27,1,1
67,21,0,2,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,4,51,1,1
54,21,0,7,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,4,33,1,1
40,3,0,4,1,0,0,0,17,2,0,0,0,0,0,0,0,0,1,0,27,1,1
45,14,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,36,1,1
98,67,0,0,0,0,0,0,23,2,0,0,0,1,0,0,0,0,0,2,82,1,1
39,22,0,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,1,28,1,1
64,21,0,2,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,6,46,1,1
78,21,0,2,0,0,0,0,50,4,0,0,0,0,0,0,0,0,0,4,63,1,1
84,21,0,2,0,0,0,0,56,5,0,0,0,0,0,0,0,0,0,4,68,1,1
98,44,0,0,2,0,0,0,14,3,0,0,0,1,0,0,0,0,0,4,74,1,1
71,21,0,2,0,0,0,0,43,5,0,0,0,0,0,0,0,0,0,4,55,1,1
80,21,0,2,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0,4,64,1,1
32,1,0,0,0,0,0,0,24,2,0,0,0,0,2,0,0,0,0,0,24,1,1
61,21,0,2,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,6,43,1,1
25,9,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,3,15,1,1
67,21,0,5,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,6,46,1,1
84,21,0,2,0,0,0,0,56,6,0,0,0,0,0,0,0,0,0,4,67,1,1
276,72,0,114,3,0,0,0,31,4,0,1,0,1,0,0,0,0,4,0,140,1,1
89,21,0,2,0,0,0,0,61,6,0,0,0,0,0,0,0,0,0,4,72,1,1
72,21,0,2,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,6,54,1,1
135,72,0,19,2,0,0,0,31,4,0,1,0,1,0,0,0,0,1,0,98,1,1
86,24,0,0,1,0,0,0,17,4,0,0,0,1,0,1,0,0,0,1,72,1,1
59,31,0,0,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,0,50,1,1
60,21,0,2,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0,6,42,1,1
63,21,0,2,0,0,0,0,35,5,0,0,0,0,0,0,0,0,0,4,47,1,1
78,31,0,0,1,0,0,0,13,3,0,0,0,0,0,1,0,0,0,1,65,1,1
67,21,0,2,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,4,51,1,1
64,21,0,2,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,6,46,1,1
88,50,0,29,0,0,0,0,31,3,0,0,0,0,0,0,0,0,3,0,50,1,1
68,21,0,2,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,6,50,1,1
62,21,0,2,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,4,46,1,1
73,21,0,2,0,0,0,0,45,5,0,0,0,0,0,0,0,0,0,4,57,1,1
66,21,0,2,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,6,48,1,1
40,20,0,2,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,31,1,1
68,21,0,2,0,0,0,0,40,6,0,0,0,0,0,0,0,0,0,4,51,1,1
251,63,0,84,3,0,0,0,15,2,0,0,0,1,0,0,0,0,12,0,146,1,1
137,110,0,6,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,109,1,1
57,21,0,7,0,0,0,0,29,5,0,0,0,0,0,0,0,0,0,4,36,1,1
118,88,0,21,0,0,0,0,23,4,0,0,0,1,0,0,0,0,2,0,81,1,1
86,21,0,2,0,0,0,0,58,6,0,0,0,0,0,0,0,0,0,4,69,1,1
183,138,0,41,0,0,0,0,37,2,0,0,0,0,2,0,0,0,2,0,114,1,1
24,0,0,5,0,0,0,0,16,2,0,0,0,0,0,0,0,0,1,0,14,1,1
84,21,0,2,0,0,0,0,56,5,0,0,0,0,0,0,0,0,0,4,68,1,1
145,15,0,12,2,0,0,0,15,2,0,0,0,0,0,0,1,0,4,37,79,1,1
76,21,0,3,0,0,0,0,48,5,0,0,0,0,0,0,0,0,0,6,57,1,1
40,1,0,1,1,0,0,0,27,2,0,0,0,0,0,0,1,0,1,0,31,1,1
93,37,0,2,1,0,1,1,22,5,0,0,0,0,1,1,0,1,1,0,74,1,1
77,21,0,2,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,4,62,1,1
85,21,0,2,0,0,0,0,57,5,0,0,0,0,0,0,0,0,0,4,69,1,1
68,21,0,3,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,6,49,1,1
95,21,0,5,1,0,0,0,23,2,0,0,0,0,0,0,0,0,1,19,62,1,1
34,1,0,4,0,0,0,0,25,2,0,0,0,0,0,0,0,0,3,0,24,1,1
18,6,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,11,1,1
67,21,0,2,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,4,51,1,1
59,21,0,2,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,6,41,1,1
94,21,0,2,0,0,0,0,66,6,0,0,0,0,0,0,0,0,0,4,77,1,1
84,60,0,6,0,0,0,0,17,2,1,0,0,1,0,0,0,0,2,6,60,1,1
80,21,0,2,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0,6,62,1,1
32,1,0,0,0,0,0,0,23,2,0,0,0,0,0,0,1,0,0,0,26,1,1
46,20,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,1,35,1,1
85,46,0,6,1,0,0,0,16,2,0,0,0,0,0,0,0,0,0,9,56,1,1
72,21,0,2,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,6,54,1,1
37,1,0,0,0,0,0,0,28,2,0,0,1,0,0,0,0,0,0,0,31,1,1
38,1,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,30,1,1
108,8,0,5,2,0,0,0,13,6,0,0,0,1,0,0,0,0,0,0,78,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,1,0,0,0,0,0,24,1,1
63,21,0,2,0,0,0,0,35,5,0,0,0,0,0,0,0,0,0,6,45,1,1
199,120,0,16,0,0,0,0,72,10,0,0,0,0,2,0,0,0,3,40,124,1,1
96,64,0,6,0,0,0,0,24,4,1,0,0,0,0,0,0,0,1,0,81,1,1
88,21,0,2,0,0,0,0,60,6,0,0,0,0,0,0,0,0,0,4,71,1,1
86,21,0,2,0,0,0,0,58,5,0,0,0,0,0,0,0,0,0,4,70,1,1
67,21,0,2,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,6,49,1,1
24,9,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,4,14,1,1
76,21,0,2,0,0,0,0,48,5,0,0,0,0,0,0,0,0,0,4,60,1,1
85,62,0,28,0,0,0,0,16,3,0,0,0,1,0,0,0,0,4,1,44,1,1
79,21,0,2,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,4,63,1,1
74,21,0,2,0,0,0,0,46,5,0,0,0,0,0,0,0,0,0,6,56,1,1
235,206,0,2,0,0,1,1,22,2,0,0,0,0,0,0,0,1,1,198,24,1,1
63,21,0,2,0,0,0,0,35,5,0,0,0,0,0,0,1,0,0,4,47,1,1
37,1,0,12,0,0,0,0,28,2,0,0,0,0,1,0,0,0,0,0,18,1,1
73,21,0,2,0,0,0,0,45,5,0,0,0,0,0,0,0,0,0,4,57,1,1
64,21,0,2,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,6,46,1,1
79,21,0,4,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,4,61,1,1
44,23,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,37,1,1
93,21,0,2,0,0,0,0,65,6,0,0,0,0,0,0,0,0,0,4,76,1,1
65,21,0,2,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,6,47,1,1
51,31,0,2,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,40,1,1
24,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,19,1,1
59,28,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,48,1,1
104,82,0,21,0,0,0,0,15,3,0,0,0,1,0,0,0,0,2,0,68,1,1
54,1,0,12,0,0,0,0,45,2,0,0,0,1,0,0,0,0,2,0,36,1,1
74,21,0,6,0,0,0,0,46,5,0,0,0,0,0,0,0,0,0,4,54,1,1
44,16,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,35,1,1
40,20,0,1,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,32,1,1
55,21,0,2,0,0,0,0,27,5,0,0,0,0,0,0,1,0,0,4,39,1,1
23,11,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,6,11,1,1
41,5,0,4,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,2,29,1,1
87,21,0,2,0,0,0,0,59,6,0,0,0,0,0,0,0,0,0,4,70,1,1
75,21,0,2,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,4,59,1,1
40,20,0,2,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,31,1,1
72,21,0,2,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,6,54,1,1
87,21,0,2,0,0,0,0,59,5,0,0,0,0,0,0,0,0,0,4,71,1,1
68,21,0,2,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,6,50,1,1
57,12,0,0,0,0,0,0,37,2,0,0,0,0,3,0,0,0,0,9,37,1,1
40,20,0,1,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,32,1,1
65,21,0,3,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,6,46,1,1
132,8,0,11,2,0,1,6,15,6,0,0,0,1,0,0,0,0,1,6,85,2,1
104,13,0,2,2,0,0,0,12,7,0,0,0,1,1,0,0,0,0,0,74,2,1
41,18,0,2,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,1,28,1,1
37,16,0,10,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,20,1,1
62,21,0,2,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,6,44,1,1
69,41,0,7,0,0,0,0,20,4,0,0,0,0,0,0,0,0,1,2,46,1,1
36,1,0,5,0,0,0,0,27,2,0,0,0,0,1,0,0,0,2,0,24,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
41,9,0,2,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,33,1,1
63,14,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,56,1,1
255,105,0,48,3,0,0,0,10,3,0,0,0,0,0,0,0,0,6,5,172,1,1
36,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,1,0,0,0,31,1,1
193,21,0,34,4,0,0,0,13,7,0,0,0,1,0,1,0,0,0,20,113,1,1
31,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,25,1,1
34,15,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,27,1,1
